NP_ID,configuration_or_branch,deleted_criterion,applicability,operation_type,source_checkpoint,baseline_id,baseline_role,baseline_winner,baseline_complete_weak_order,note,scope,terminal_weight_perturbation_rerun,native_sensitivity,decision_matrix_perturbation
NP10,NP10_NE,C5,NE,NE,results/reference/resolved/NP10_D_O_SOURCE_RESOLUTION.csv,NP10_NONE_D0,NO_VALID_TERMINAL_BASELINE,NE,NE,source limitation: the operative Qb/Qn cost/benefit map is not uniquely provided and Supplementary Tables S1–S6 are unavailable; no unique terminal baseline is defined (D0/O3),SINGLE_CRITERION_DELETION_ONLY,NO,NO,NO
NP10,NP10_NE,C6,NE,NE,results/reference/resolved/NP10_D_O_SOURCE_RESOLUTION.csv,NP10_NONE_D0,NO_VALID_TERMINAL_BASELINE,NE,NE,source limitation: the operative Qb/Qn cost/benefit map is not uniquely provided and Supplementary Tables S1–S6 are unavailable; no unique terminal baseline is defined (D0/O3),SINGLE_CRITERION_DELETION_ONLY,NO,NO,NO
NP10,NP10_NE,C7,NE,NE,results/reference/resolved/NP10_D_O_SOURCE_RESOLUTION.csv,NP10_NONE_D0,NO_VALID_TERMINAL_BASELINE,NE,NE,source limitation: the operative Qb/Qn cost/benefit map is not uniquely provided and Supplementary Tables S1–S6 are unavailable; no unique terminal baseline is defined (D0/O3),SINGLE_CRITERION_DELETION_ONLY,NO,NO,NO
NP10,NP10_NE,C8,NE,NE,results/reference/resolved/NP10_D_O_SOURCE_RESOLUTION.csv,NP10_NONE_D0,NO_VALID_TERMINAL_BASELINE,NE,NE,source limitation: the operative Qb/Qn cost/benefit map is not uniquely provided and Supplementary Tables S1–S6 are unavailable; no unique terminal baseline is defined (D0/O3),SINGLE_CRITERION_DELETION_ONLY,NO,NO,NO
NP10,NP10_NE,C9,NE,NE,results/reference/resolved/NP10_D_O_SOURCE_RESOLUTION.csv,NP10_NONE_D0,NO_VALID_TERMINAL_BASELINE,NE,NE,source limitation: the operative Qb/Qn cost/benefit map is not uniquely provided and Supplementary Tables S1–S6 are unavailable; no unique terminal baseline is defined (D0/O3),SINGLE_CRITERION_DELETION_ONLY,NO,NO,NO
NP10,NP10_NE,C10,NE,NE,results/reference/resolved/NP10_D_O_SOURCE_RESOLUTION.csv,NP10_NONE_D0,NO_VALID_TERMINAL_BASELINE,NE,NE,source limitation: the operative Qb/Qn cost/benefit map is not uniquely provided and Supplementary Tables S1–S6 are unavailable; no unique terminal baseline is defined (D0/O3),SINGLE_CRITERION_DELETION_ONLY,NO,NO,NO
NP10,NP10_NE,C11,NE,NE,results/reference/resolved/NP10_D_O_SOURCE_RESOLUTION.csv,NP10_NONE_D0,NO_VALID_TERMINAL_BASELINE,NE,NE,source limitation: the operative Qb/Qn cost/benefit map is not uniquely provided and Supplementary Tables S1–S6 are unavailable; no unique terminal baseline is defined (D0/O3),SINGLE_CRITERION_DELETION_ONLY,NO,NO,NO
NP10,NP10_NE,C12,NE,NE,results/reference/resolved/NP10_D_O_SOURCE_RESOLUTION.csv,NP10_NONE_D0,NO_VALID_TERMINAL_BASELINE,NE,NE,source limitation: the operative Qb/Qn cost/benefit map is not uniquely provided and Supplementary Tables S1–S6 are unavailable; no unique terminal baseline is defined (D0/O3),SINGLE_CRITERION_DELETION_ONLY,NO,NO,NO
NP10,NP10_NE,C13,NE,NE,results/reference/resolved/NP10_D_O_SOURCE_RESOLUTION.csv,NP10_NONE_D0,NO_VALID_TERMINAL_BASELINE,NE,NE,source limitation: the operative Qb/Qn cost/benefit map is not uniquely provided and Supplementary Tables S1–S6 are unavailable; no unique terminal baseline is defined (D0/O3),SINGLE_CRITERION_DELETION_ONLY,NO,NO,NO
NP10,NP10_NE,C14,NE,NE,results/reference/resolved/NP10_D_O_SOURCE_RESOLUTION.csv,NP10_NONE_D0,NO_VALID_TERMINAL_BASELINE,NE,NE,source limitation: the operative Qb/Qn cost/benefit map is not uniquely provided and Supplementary Tables S1–S6 are unavailable; no unique terminal baseline is defined (D0/O3),SINGLE_CRITERION_DELETION_ONLY,NO,NO,NO
NP10,NP10_NE,C15,NE,NE,results/reference/resolved/NP10_D_O_SOURCE_RESOLUTION.csv,NP10_NONE_D0,NO_VALID_TERMINAL_BASELINE,NE,NE,source limitation: the operative Qb/Qn cost/benefit map is not uniquely provided and Supplementary Tables S1–S6 are unavailable; no unique terminal baseline is defined (D0/O3),SINGLE_CRITERION_DELETION_ONLY,NO,NO,NO
NP10,NP10_NE,C16,NE,NE,results/reference/resolved/NP10_D_O_SOURCE_RESOLUTION.csv,NP10_NONE_D0,NO_VALID_TERMINAL_BASELINE,NE,NE,source limitation: the operative Qb/Qn cost/benefit map is not uniquely provided and Supplementary Tables S1–S6 are unavailable; no unique terminal baseline is defined (D0/O3),SINGLE_CRITERION_DELETION_ONLY,NO,NO,NO
NP11,LFPP_REDUCED_CRITERIA,C1,NE,NE,data/standardized/runtime/R1D/NP11/NP11_EXTRACTION.csv criteria fuzzy matrix + prespecified single-criterion deletion execution rule,NP11_LFPP_PRIMARY,PRIMARY,S4,S4 > S3 > S1 > S2,NUMERICAL_NONUNIQUENESS_AND_SOLVER_FAILURE_UNDER_PRESPECIFIED_LITERAL_PROTOCOL,SINGLE_CRITERION_DELETION_ONLY,NO,NO,NO
NP11,LFPP_REDUCED_CRITERIA,C2,NE,NE,data/standardized/runtime/R1D/NP11/NP11_EXTRACTION.csv criteria fuzzy matrix + prespecified single-criterion deletion execution rule,NP11_LFPP_PRIMARY,PRIMARY,S4,S4 > S3 > S1 > S2,NUMERICAL_NONUNIQUENESS_AND_SOLVER_FAILURE_UNDER_PRESPECIFIED_LITERAL_PROTOCOL,SINGLE_CRITERION_DELETION_ONLY,NO,NO,NO
NP11,LFPP_REDUCED_CRITERIA,C3,NE,NE,data/standardized/runtime/R1D/NP11/NP11_EXTRACTION.csv criteria fuzzy matrix + prespecified single-criterion deletion execution rule,NP11_LFPP_PRIMARY,PRIMARY,S4,S4 > S3 > S1 > S2,NUMERICAL_NONUNIQUENESS_AND_SOLVER_FAILURE_UNDER_PRESPECIFIED_LITERAL_PROTOCOL,SINGLE_CRITERION_DELETION_ONLY,NO,NO,NO
NP11,LFPP_REDUCED_CRITERIA,C4,NE,NE,data/standardized/runtime/R1D/NP11/NP11_EXTRACTION.csv criteria fuzzy matrix + prespecified single-criterion deletion execution rule,NP11_LFPP_PRIMARY,PRIMARY,S4,S4 > S3 > S1 > S2,NUMERICAL_NONUNIQUENESS_AND_SOLVER_FAILURE_UNDER_PRESPECIFIED_LITERAL_PROTOCOL,SINGLE_CRITERION_DELETION_ONLY,NO,NO,NO
NP11,LFPP_REDUCED_CRITERIA,C5,NE,NE,data/standardized/runtime/R1D/NP11/NP11_EXTRACTION.csv criteria fuzzy matrix + prespecified single-criterion deletion execution rule,NP11_LFPP_PRIMARY,PRIMARY,S4,S4 > S3 > S1 > S2,NUMERICAL_NONUNIQUENESS_AND_SOLVER_FAILURE_UNDER_PRESPECIFIED_LITERAL_PROTOCOL,SINGLE_CRITERION_DELETION_ONLY,NO,NO,NO
NP11,LFPP_REDUCED_CRITERIA,C6,NE,NE,data/standardized/runtime/R1D/NP11/NP11_EXTRACTION.csv criteria fuzzy matrix + prespecified single-criterion deletion execution rule,NP11_LFPP_PRIMARY,PRIMARY,S4,S4 > S3 > S1 > S2,NUMERICAL_NONUNIQUENESS_AND_SOLVER_FAILURE_UNDER_PRESPECIFIED_LITERAL_PROTOCOL,SINGLE_CRITERION_DELETION_ONLY,NO,NO,NO
NP12,VIKOR_Q050,K1,APPLICABLE,TERMINAL_POSTWEIGHT_DELETION,data/standardized/runtime/R1D/NP12/NP12_EXTRACTION.csv — raw 3×18 data/directions/weights; source-native VIKOR acceptance rule,NP12_Q050_PRIMARY,PRIMARY_ROBUSTNESS_BASELINE,A2,A2 > A1 > A3,q/v=0.5 fixed; native recommendation set primary; top-Q leader secondary,SINGLE_CRITERION_DELETION_ONLY,NO,NO,NO
NP12,VIKOR_Q050,K2,APPLICABLE,TERMINAL_POSTWEIGHT_DELETION,data/standardized/runtime/R1D/NP12/NP12_EXTRACTION.csv — raw 3×18 data/directions/weights; source-native VIKOR acceptance rule,NP12_Q050_PRIMARY,PRIMARY_ROBUSTNESS_BASELINE,A2,A2 > A1 > A3,q/v=0.5 fixed; native recommendation set primary; top-Q leader secondary,SINGLE_CRITERION_DELETION_ONLY,NO,NO,NO
NP12,VIKOR_Q050,K3,APPLICABLE,TERMINAL_POSTWEIGHT_DELETION,data/standardized/runtime/R1D/NP12/NP12_EXTRACTION.csv — raw 3×18 data/directions/weights; source-native VIKOR acceptance rule,NP12_Q050_PRIMARY,PRIMARY_ROBUSTNESS_BASELINE,A2,A2 > A1 > A3,q/v=0.5 fixed; native recommendation set primary; top-Q leader secondary,SINGLE_CRITERION_DELETION_ONLY,NO,NO,NO
NP12,VIKOR_Q050,K4,APPLICABLE,TERMINAL_POSTWEIGHT_DELETION,data/standardized/runtime/R1D/NP12/NP12_EXTRACTION.csv — raw 3×18 data/directions/weights; source-native VIKOR acceptance rule,NP12_Q050_PRIMARY,PRIMARY_ROBUSTNESS_BASELINE,A2,A2 > A1 > A3,q/v=0.5 fixed; native recommendation set primary; top-Q leader secondary,SINGLE_CRITERION_DELETION_ONLY,NO,NO,NO
NP12,VIKOR_Q050,K5,APPLICABLE,TERMINAL_POSTWEIGHT_DELETION,data/standardized/runtime/R1D/NP12/NP12_EXTRACTION.csv — raw 3×18 data/directions/weights; source-native VIKOR acceptance rule,NP12_Q050_PRIMARY,PRIMARY_ROBUSTNESS_BASELINE,A2,A2 > A1 > A3,q/v=0.5 fixed; native recommendation set primary; top-Q leader secondary,SINGLE_CRITERION_DELETION_ONLY,NO,NO,NO
NP12,VIKOR_Q050,K6,APPLICABLE,TERMINAL_POSTWEIGHT_DELETION,data/standardized/runtime/R1D/NP12/NP12_EXTRACTION.csv — raw 3×18 data/directions/weights; source-native VIKOR acceptance rule,NP12_Q050_PRIMARY,PRIMARY_ROBUSTNESS_BASELINE,A2,A2 > A1 > A3,q/v=0.5 fixed; native recommendation set primary; top-Q leader secondary,SINGLE_CRITERION_DELETION_ONLY,NO,NO,NO
NP12,VIKOR_Q050,K7,APPLICABLE,TERMINAL_POSTWEIGHT_DELETION,data/standardized/runtime/R1D/NP12/NP12_EXTRACTION.csv — raw 3×18 data/directions/weights; source-native VIKOR acceptance rule,NP12_Q050_PRIMARY,PRIMARY_ROBUSTNESS_BASELINE,A2,A2 > A1 > A3,q/v=0.5 fixed; native recommendation set primary; top-Q leader secondary,SINGLE_CRITERION_DELETION_ONLY,NO,NO,NO
NP12,VIKOR_Q050,K8,APPLICABLE,TERMINAL_POSTWEIGHT_DELETION,data/standardized/runtime/R1D/NP12/NP12_EXTRACTION.csv — raw 3×18 data/directions/weights; source-native VIKOR acceptance rule,NP12_Q050_PRIMARY,PRIMARY_ROBUSTNESS_BASELINE,A2,A2 > A1 > A3,q/v=0.5 fixed; native recommendation set primary; top-Q leader secondary,SINGLE_CRITERION_DELETION_ONLY,NO,NO,NO
NP12,VIKOR_Q050,K9,APPLICABLE,TERMINAL_POSTWEIGHT_DELETION,data/standardized/runtime/R1D/NP12/NP12_EXTRACTION.csv — raw 3×18 data/directions/weights; source-native VIKOR acceptance rule,NP12_Q050_PRIMARY,PRIMARY_ROBUSTNESS_BASELINE,A2,A2 > A1 > A3,q/v=0.5 fixed; native recommendation set primary; top-Q leader secondary,SINGLE_CRITERION_DELETION_ONLY,NO,NO,NO
NP12,VIKOR_Q050,K10,APPLICABLE,TERMINAL_POSTWEIGHT_DELETION,data/standardized/runtime/R1D/NP12/NP12_EXTRACTION.csv — raw 3×18 data/directions/weights; source-native VIKOR acceptance rule,NP12_Q050_PRIMARY,PRIMARY_ROBUSTNESS_BASELINE,A2,A2 > A1 > A3,q/v=0.5 fixed; native recommendation set primary; top-Q leader secondary,SINGLE_CRITERION_DELETION_ONLY,NO,NO,NO
NP12,VIKOR_Q050,K11,APPLICABLE,TERMINAL_POSTWEIGHT_DELETION,data/standardized/runtime/R1D/NP12/NP12_EXTRACTION.csv — raw 3×18 data/directions/weights; source-native VIKOR acceptance rule,NP12_Q050_PRIMARY,PRIMARY_ROBUSTNESS_BASELINE,A2,A2 > A1 > A3,q/v=0.5 fixed; native recommendation set primary; top-Q leader secondary,SINGLE_CRITERION_DELETION_ONLY,NO,NO,NO
NP12,VIKOR_Q050,K12,APPLICABLE,TERMINAL_POSTWEIGHT_DELETION,data/standardized/runtime/R1D/NP12/NP12_EXTRACTION.csv — raw 3×18 data/directions/weights; source-native VIKOR acceptance rule,NP12_Q050_PRIMARY,PRIMARY_ROBUSTNESS_BASELINE,A2,A2 > A1 > A3,q/v=0.5 fixed; native recommendation set primary; top-Q leader secondary,SINGLE_CRITERION_DELETION_ONLY,NO,NO,NO
NP12,VIKOR_Q050,K13,APPLICABLE,TERMINAL_POSTWEIGHT_DELETION,data/standardized/runtime/R1D/NP12/NP12_EXTRACTION.csv — raw 3×18 data/directions/weights; source-native VIKOR acceptance rule,NP12_Q050_PRIMARY,PRIMARY_ROBUSTNESS_BASELINE,A2,A2 > A1 > A3,q/v=0.5 fixed; native recommendation set primary; top-Q leader secondary,SINGLE_CRITERION_DELETION_ONLY,NO,NO,NO
NP12,VIKOR_Q050,K14,APPLICABLE,TERMINAL_POSTWEIGHT_DELETION,data/standardized/runtime/R1D/NP12/NP12_EXTRACTION.csv — raw 3×18 data/directions/weights; source-native VIKOR acceptance rule,NP12_Q050_PRIMARY,PRIMARY_ROBUSTNESS_BASELINE,A2,A2 > A1 > A3,q/v=0.5 fixed; native recommendation set primary; top-Q leader secondary,SINGLE_CRITERION_DELETION_ONLY,NO,NO,NO
NP12,VIKOR_Q050,K15,APPLICABLE,TERMINAL_POSTWEIGHT_DELETION,data/standardized/runtime/R1D/NP12/NP12_EXTRACTION.csv — raw 3×18 data/directions/weights; source-native VIKOR acceptance rule,NP12_Q050_PRIMARY,PRIMARY_ROBUSTNESS_BASELINE,A2,A2 > A1 > A3,q/v=0.5 fixed; native recommendation set primary; top-Q leader secondary,SINGLE_CRITERION_DELETION_ONLY,NO,NO,NO
NP12,VIKOR_Q050,K16,APPLICABLE,TERMINAL_POSTWEIGHT_DELETION,data/standardized/runtime/R1D/NP12/NP12_EXTRACTION.csv — raw 3×18 data/directions/weights; source-native VIKOR acceptance rule,NP12_Q050_PRIMARY,PRIMARY_ROBUSTNESS_BASELINE,A2,A2 > A1 > A3,q/v=0.5 fixed; native recommendation set primary; top-Q leader secondary,SINGLE_CRITERION_DELETION_ONLY,NO,NO,NO
NP12,VIKOR_Q050,K17,APPLICABLE,TERMINAL_POSTWEIGHT_DELETION,data/standardized/runtime/R1D/NP12/NP12_EXTRACTION.csv — raw 3×18 data/directions/weights; source-native VIKOR acceptance rule,NP12_Q050_PRIMARY,PRIMARY_ROBUSTNESS_BASELINE,A2,A2 > A1 > A3,q/v=0.5 fixed; native recommendation set primary; top-Q leader secondary,SINGLE_CRITERION_DELETION_ONLY,NO,NO,NO
NP12,VIKOR_Q050,K18,APPLICABLE,TERMINAL_POSTWEIGHT_DELETION,data/standardized/runtime/R1D/NP12/NP12_EXTRACTION.csv — raw 3×18 data/directions/weights; source-native VIKOR acceptance rule,NP12_Q050_PRIMARY,PRIMARY_ROBUSTNESS_BASELINE,A2,A2 > A1 > A3,q/v=0.5 fixed; native recommendation set primary; top-Q leader secondary,SINGLE_CRITERION_DELETION_ONLY,NO,NO,NO
